State,Utility Name,Year,Month,Total Disconnections,Total Connections,Disconnection Rate
South Carolina,Lockhart Power Company,2015,February,14,,
South Carolina,Lockhart Power Company,2015,March,71,,
South Carolina,Lockhart Power Company,2015,April,57,,
South Carolina,Lockhart Power Company,2015,May,47,,
South Carolina,Lockhart Power Company,2015,June,44,,
South Carolina,Lockhart Power Company,2015,July,57,,
South Carolina,Lockhart Power Company,2015,August,68,,
South Carolina,Lockhart Power Company,2015,September,69,,
South Carolina,Lockhart Power Company,2015,October,65,,
South Carolina,Lockhart Power Company,2015,November,41,,
South Carolina,Lockhart Power Company,2015,December,46,,
South Carolina,Lockhart Power Company,2016,January,57,,
South Carolina,Lockhart Power Company,2016,February,46,,
South Carolina,Lockhart Power Company,2016,March,61,,
South Carolina,Lockhart Power Company,2016,April,58,,
South Carolina,Lockhart Power Company,2016,May,54,,
South Carolina,Lockhart Power Company,2016,June,50,,
South Carolina,Lockhart Power Company,2016,July,60,,
South Carolina,Lockhart Power Company,2016,August,,,
South Carolina,Lockhart Power Company,2016,September,52,,
South Carolina,Lockhart Power Company,2016,October,62,,
South Carolina,Lockhart Power Company,2016,November,53,,
South Carolina,Lockhart Power Company,2016,December,26,,
South Carolina,Lockhart Power Company,2017,January,86,,
South Carolina,Lockhart Power Company,2017,February,77,,
South Carolina,Lockhart Power Company,2017,March,38,,
South Carolina,Lockhart Power Company,2017,April,54,,
South Carolina,Lockhart Power Company,2017,May,34,,
South Carolina,Lockhart Power Company,2017,June,37,,
South Carolina,Lockhart Power Company,2017,July,33,,
South Carolina,Lockhart Power Company,2017,August,45,,
South Carolina,Lockhart Power Company,2017,September,58,,
South Carolina,Lockhart Power Company,2017,October,63,,
South Carolina,Lockhart Power Company,2017,November,40,,
South Carolina,Lockhart Power Company,2017,December,29,,
South Carolina,Lockhart Power Company,2018,January,42,,
South Carolina,Lockhart Power Company,2018,February,89,,
South Carolina,Lockhart Power Company,2018,March,51,,
South Carolina,Lockhart Power Company,2018,April,53,,
South Carolina,Lockhart Power Company,2018,May,45,,
South Carolina,Lockhart Power Company,2018,June,54,,
South Carolina,Lockhart Power Company,2018,July,50,,
South Carolina,Lockhart Power Company,2018,August,54,,
South Carolina,Lockhart Power Company,2018,September,47,,
South Carolina,Lockhart Power Company,2018,October,68,,
South Carolina,Lockhart Power Company,2018,November,48,,
South Carolina,Lockhart Power Company,2018,December,46,,
South Carolina,Lockhart Power Company,2019,January,70,,
South Carolina,Lockhart Power Company,2019,February,39,,
South Carolina,Lockhart Power Company,2019,March,43,,
South Carolina,Lockhart Power Company,2019,April,38,,
South Carolina,Lockhart Power Company,2019,May,35,,
South Carolina,Lockhart Power Company,2019,June,45,,
South Carolina,Lockhart Power Company,2019,July,42,,
South Carolina,Lockhart Power Company,2019,August,62,,
South Carolina,Lockhart Power Company,2019,September,59,,
South Carolina,Lockhart Power Company,2019,October,41,,
South Carolina,Lockhart Power Company,2019,November,48,,
South Carolina,Lockhart Power Company,2019,December,37,,
South Carolina,Lockhart Power Company,2020,January,58,,
South Carolina,Lockhart Power Company,2020,February,43,,
South Carolina,Lockhart Power Company,2020,March,27,,
South Carolina,Lockhart Power Company,2020,April,0,,
South Carolina,Lockhart Power Company,2020,May,0,,
South Carolina,Lockhart Power Company,2020,June,0,,
South Carolina,Lockhart Power Company,2020,July,38,,
South Carolina,Lockhart Power Company,2020,August,58,,
South Carolina,Lockhart Power Company,2020,September,82,,
South Carolina,Lockhart Power Company,2020,October,61,,
South Carolina,Lockhart Power Company,2020,November,53,,
South Carolina,Lockhart Power Company,2020,December,30,,
South Carolina,Lockhart Power Company,2021,January,40,,
South Carolina,Lockhart Power Company,2021,February,85,,
South Carolina,Lockhart Power Company,2021,March,56,,
South Carolina,Lockhart Power Company,2021,April,39,,
South Carolina,Lockhart Power Company,2021,May,57,,
South Carolina,Lockhart Power Company,2021,June,42,,
South Carolina,Lockhart Power Company,2021,July,47,,
South Carolina,Lockhart Power Company,2021,August,53,,
South Carolina,Lockhart Power Company,2021,September,47,,
South Carolina,Lockhart Power Company,2021,October,67,,
South Carolina,Lockhart Power Company,2021,November,55,,
South Carolina,Lockhart Power Company,2021,December,47,,
South Carolina,Lockhart Power Company,2022,January,41,,
South Carolina,Lockhart Power Company,2022,February,54,,
South Carolina,Lockhart Power Company,2022,March,61,,
South Carolina,Lockhart Power Company,2022,April,47,,
South Carolina,Lockhart Power Company,2022,May,51,,
South Carolina,Lockhart Power Company,2022,June,52,,
South Carolina,Piedmont Natural Gas,2004,October,312,,
South Carolina,Piedmont Natural Gas,2004,November,206,,
South Carolina,Piedmont Natural Gas,2004,December,163,,
South Carolina,Piedmont Natural Gas,2005,October,363,,
South Carolina,Piedmont Natural Gas,2005,November,193,,
South Carolina,Piedmont Natural Gas,2005,December,35,,
South Carolina,Piedmont Natural Gas,2006,October,323,,
South Carolina,Piedmont Natural Gas,2006,November,212,,
South Carolina,Piedmont Natural Gas,2006,December,139,,
South Carolina,Piedmont Natural Gas,2007,January,269,,
South Carolina,Piedmont Natural Gas,2007,February,371,,
South Carolina,Piedmont Natural Gas,2007,March,1437,,
South Carolina,Piedmont Natural Gas,2007,October,392,,
South Carolina,Piedmont Natural Gas,2007,November,154,,
South Carolina,Piedmont Natural Gas,2007,December,199,,
South Carolina,Piedmont Natural Gas,2008,January,388,,
South Carolina,Piedmont Natural Gas,2008,February,689,,
South Carolina,Piedmont Natural Gas,2008,March,994,,
South Carolina,Piedmont Natural Gas,2008,October,420,,
South Carolina,Piedmont Natural Gas,2008,November,205,,
South Carolina,Piedmont Natural Gas,2008,December,251,,
South Carolina,Piedmont Natural Gas,2009,January,546,,
South Carolina,Piedmont Natural Gas,2009,February,986,,
South Carolina,Piedmont Natural Gas,2009,March,1163,,
South Carolina,Piedmont Natural Gas,2009,April,1294,,
South Carolina,Piedmont Natural Gas,2009,May,1049,,
South Carolina,Piedmont Natural Gas,2009,June,831,,
South Carolina,Piedmont Natural Gas,2009,July,687,,
South Carolina,Piedmont Natural Gas,2009,August,740,,
South Carolina,Piedmont Natural Gas,2009,September,357,,
South Carolina,Piedmont Natural Gas,2009,October,266,,
South Carolina,Piedmont Natural Gas,2009,November,37,,
South Carolina,Piedmont Natural Gas,2009,December,117,,
South Carolina,Piedmont Natural Gas,2010,January,227,,
South Carolina,Piedmont Natural Gas,2010,February,676,,
South Carolina,Piedmont Natural Gas,2010,March,1048,,
South Carolina,Piedmont Natural Gas,2010,April,1287,,
South Carolina,Piedmont Natural Gas,2010,May,1038,,
South Carolina,Piedmont Natural Gas,2010,June,808,,
South Carolina,Piedmont Natural Gas,2010,July,501,,
South Carolina,Piedmont Natural Gas,2010,August,902,,
South Carolina,Piedmont Natural Gas,2010,September,420,,
South Carolina,Piedmont Natural Gas,2010,October,181,,
South Carolina,Piedmont Natural Gas,2010,November,174,,
South Carolina,Piedmont Natural Gas,2010,December,78,,
South Carolina,Piedmont Natural Gas,2011,January,375,,
South Carolina,Piedmont Natural Gas,2011,February,424,,
South Carolina,Piedmont Natural Gas,2011,March,941,,
South Carolina,Piedmont Natural Gas,2011,April,667,,
South Carolina,Piedmont Natural Gas,2011,May,970,,
South Carolina,Piedmont Natural Gas,2011,June,641,,
South Carolina,Piedmont Natural Gas,2011,July,226,,
South Carolina,Piedmont Natural Gas,2011,August,551,,
South Carolina,Piedmont Natural Gas,2011,September,147,,
South Carolina,Piedmont Natural Gas,2011,October,234,,
South Carolina,Piedmont Natural Gas,2011,November,207,,
South Carolina,Piedmont Natural Gas,2011,December,154,,
South Carolina,Piedmont Natural Gas,2012,January,413,,
South Carolina,Piedmont Natural Gas,2012,February,500,,
South Carolina,Piedmont Natural Gas,2012,March,735,,
South Carolina,Piedmont Natural Gas,2012,April,963,,
South Carolina,Piedmont Natural Gas,2012,May,961,,
South Carolina,Piedmont Natural Gas,2012,June,421,,
South Carolina,Piedmont Natural Gas,2012,July,308,,
South Carolina,Piedmont Natural Gas,2012,August,319,,
South Carolina,Piedmont Natural Gas,2012,September,161,,
South Carolina,Piedmont Natural Gas,2012,October,396,,
South Carolina,Piedmont Natural Gas,2012,November,96,,
South Carolina,Piedmont Natural Gas,2012,December,130,,
South Carolina,Piedmont Natural Gas,2013,January,499,,
South Carolina,Piedmont Natural Gas,2013,February,385,,
South Carolina,Piedmont Natural Gas,2013,March,722,,
South Carolina,Piedmont Natural Gas,2013,April,657,,
South Carolina,Piedmont Natural Gas,2013,May,457,,
South Carolina,Piedmont Natural Gas,2013,June,483,,
South Carolina,Piedmont Natural Gas,2013,July,567,,
South Carolina,Piedmont Natural Gas,2013,August,747,,
South Carolina,Piedmont Natural Gas,2013,September,429,,
South Carolina,Piedmont Natural Gas,2013,October,256,,
South Carolina,Piedmont Natural Gas,2013,November,98,,
South Carolina,Piedmont Natural Gas,2013,December,60,,
South Carolina,Piedmont Natural Gas,2014,January,57,,
South Carolina,Piedmont Natural Gas,2014,February,452,,
South Carolina,Piedmont Natural Gas,2014,March,564,,
South Carolina,Piedmont Natural Gas,2014,April,941,,
South Carolina,Piedmont Natural Gas,2014,May,588,,
South Carolina,Piedmont Natural Gas,2014,June,504,,
South Carolina,Piedmont Natural Gas,2014,July,436,,
South Carolina,Piedmont Natural Gas,2014,August,697,,
South Carolina,Piedmont Natural Gas,2014,September,836,,
South Carolina,Piedmont Natural Gas,2015,January,302,,
South Carolina,Piedmont Natural Gas,2015,February,308,,
South Carolina,Piedmont Natural Gas,2015,March,1182,,
South Carolina,Piedmont Natural Gas,2015,July,526,,
South Carolina,Piedmont Natural Gas,2015,August,448,,
South Carolina,Piedmont Natural Gas,2015,September,265,,
South Carolina,Piedmont Natural Gas,2015,October,237,,
South Carolina,Piedmont Natural Gas,2015,November,159,,
South Carolina,Piedmont Natural Gas,2015,December,148,,
South Carolina,Piedmont Natural Gas,2016,January,113,,
South Carolina,Piedmont Natural Gas,2016,February,455,,
South Carolina,Piedmont Natural Gas,2016,March,722,,
South Carolina,Piedmont Natural Gas,2016,October,281,,
South Carolina,Piedmont Natural Gas,2016,November,196,,
South Carolina,Piedmont Natural Gas,2016,December,91,,
South Carolina,Piedmont Natural Gas,2017,January,238,,
South Carolina,Piedmont Natural Gas,2017,February,435,,
South Carolina,Piedmont Natural Gas,2017,March,359,,
South Carolina,Piedmont Natural Gas,2017,April,264,,
South Carolina,Piedmont Natural Gas,2017,May,570,,
South Carolina,Piedmont Natural Gas,2017,June,657,,
South Carolina,Piedmont Natural Gas,2017,July,375,,
South Carolina,Piedmont Natural Gas,2017,August,435,,
South Carolina,Piedmont Natural Gas,2017,September,225,,
South Carolina,Piedmont Natural Gas,2017,October,391,,
South Carolina,Piedmont Natural Gas,2017,November,142,,
South Carolina,Piedmont Natural Gas,2017,December,82,,
South Carolina,Piedmont Natural Gas,2018,January,114,,
South Carolina,Piedmont Natural Gas,2018,February,579,,
South Carolina,Piedmont Natural Gas,2018,March,588,,
South Carolina,Piedmont Natural Gas,2018,April,741,,
South Carolina,Piedmont Natural Gas,2018,May,879,,
South Carolina,Piedmont Natural Gas,2018,June,733,,
South Carolina,Piedmont Natural Gas,2018,July,507,,
South Carolina,Piedmont Natural Gas,2018,August,669,,
South Carolina,Piedmont Natural Gas,2018,September,247,,
South Carolina,Piedmont Natural Gas,2018,October,356,,
South Carolina,Piedmont Natural Gas,2018,November,144,,
South Carolina,Piedmont Natural Gas,2018,December,107,,
South Carolina,Piedmont Natural Gas,2019,January,398,,
South Carolina,Piedmont Natural Gas,2019,March,606,,
South Carolina,Piedmont Natural Gas,2019,April,807,,
South Carolina,Piedmont Natural Gas,2019,May,679,,
South Carolina,Piedmont Natural Gas,2019,June,544,,
South Carolina,Piedmont Natural Gas,2019,July,643,,
South Carolina,Piedmont Natural Gas,2019,August,426,,
South Carolina,Piedmont Natural Gas,2019,September,298,,
South Carolina,Piedmont Natural Gas,2020,January,308,,
South Carolina,Piedmont Natural Gas,2020,February,436,,
South Carolina,Piedmont Natural Gas,2020,March,250,,
South Carolina,Piedmont Natural Gas,2020,April,0,,
South Carolina,Piedmont Natural Gas,2020,May,0,,
South Carolina,Piedmont Natural Gas,2020,June,0,,
South Carolina,Piedmont Natural Gas,2020,July,0,,
South Carolina,Piedmont Natural Gas,2020,August,0,,
South Carolina,Piedmont Natural Gas,2020,September,0,,
South Carolina,Piedmont Natural Gas,2020,October,0,,
South Carolina,Piedmont Natural Gas,2020,November,296,,
South Carolina,Piedmont Natural Gas,2020,December,219,,
South Carolina,Piedmont Natural Gas,2021,January,309,,
South Carolina,Piedmont Natural Gas,2021,February,290,,
South Carolina,Piedmont Natural Gas,2021,March,397,,
South Carolina,Piedmont Natural Gas,2021,April,376,,
South Carolina,Piedmont Natural Gas,2021,May,466,,
South Carolina,Piedmont Natural Gas,2021,June,480,,
South Carolina,Piedmont Natural Gas,2021,July,334,,
South Carolina,Piedmont Natural Gas,2021,August,330,,
South Carolina,Piedmont Natural Gas,2021,September,229,,
South Carolina,Piedmont Natural Gas,2021,October,139,,
South Carolina,Piedmont Natural Gas,2021,November,79,,
South Carolina,Piedmont Natural Gas,2021,December,127,,
South Carolina,Piedmont Natural Gas,2022,January,109,,
South Carolina,Piedmont Natural Gas,2022,February,286,,
South Carolina,Piedmont Natural Gas,2022,March,556,,
South Carolina,Piedmont Natural Gas,2022,April,395,,
South Carolina,Piedmont Natural Gas,2022,May,435,,
South Carolina,Piedmont Natural Gas,2022,June,500,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,January,308,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,February,436,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,March,250,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,April,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,May,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,June,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,July,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,August,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,September,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,October,0,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,November,296,,
South Carolina,"Piedmont Natural Gas Company, Inc",2020,December,219,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,January,309,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,February,290,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,March,397,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,April,376,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,May,466,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,June,480,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,July,334,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,August,330,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,September,229,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,October,139,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,November,79,,
South Carolina,"Piedmont Natural Gas Company, Inc",2021,December,127,,
South Carolina,South Carolina Electric & Gas Company,2004,October,10325,,
South Carolina,South Carolina Electric & Gas Company,2004,November,8145,,
South Carolina,South Carolina Electric & Gas Company,2004,December,6981,,
South Carolina,South Carolina Electric & Gas Company,2005,January,9780,,
South Carolina,South Carolina Electric & Gas Company,2005,February,9541,,
South Carolina,South Carolina Electric & Gas Company,2005,March,8286,,
South Carolina,South Carolina Electric & Gas Company,2005,April,11558,,
South Carolina,South Carolina Electric & Gas Company,2005,May,10848,,
South Carolina,South Carolina Electric & Gas Company,2005,June,7803,,
South Carolina,South Carolina Electric & Gas Company,2005,July,5975,,
South Carolina,South Carolina Electric & Gas Company,2005,August,8690,,
South Carolina,South Carolina Electric & Gas Company,2005,September,10651,,
South Carolina,South Carolina Electric & Gas Company,2005,October,8668,,
South Carolina,South Carolina Electric & Gas Company,2005,November,9551,,
South Carolina,South Carolina Electric & Gas Company,2005,December,3308,,
South Carolina,South Carolina Electric & Gas Company,2006,January,6256,,
South Carolina,South Carolina Electric & Gas Company,2006,February,7423,,
South Carolina,South Carolina Electric & Gas Company,2006,March,8236,,
South Carolina,South Carolina Electric & Gas Company,2006,April,8415,,
South Carolina,South Carolina Electric & Gas Company,2006,May,9898,,
South Carolina,South Carolina Electric & Gas Company,2006,June,7372,,
South Carolina,South Carolina Electric & Gas Company,2006,July,6037,,
South Carolina,South Carolina Electric & Gas Company,2006,August,6485,,
South Carolina,South Carolina Electric & Gas Company,2006,September,8101,,
South Carolina,South Carolina Electric & Gas Company,2006,October,8813,,
South Carolina,South Carolina Electric & Gas Company,2006,November,7101,,
South Carolina,South Carolina Electric & Gas Company,2006,December,5277,,
South Carolina,South Carolina Electric & Gas Company,2007,January,6240,,
South Carolina,South Carolina Electric & Gas Company,2007,February,6822,,
South Carolina,South Carolina Electric & Gas Company,2007,March,9126,,
South Carolina,South Carolina Electric & Gas Company,2007,April,9242,,
South Carolina,South Carolina Electric & Gas Company,2007,May,8980,,
South Carolina,South Carolina Electric & Gas Company,2007,June,6523,,
South Carolina,South Carolina Electric & Gas Company,2007,July,6701,,
South Carolina,South Carolina Electric & Gas Company,2007,August,4826,,
South Carolina,South Carolina Electric & Gas Company,2007,September,7446,,
South Carolina,South Carolina Electric & Gas Company,2007,October,9076,,
South Carolina,South Carolina Electric & Gas Company,2007,November,7390,,
South Carolina,South Carolina Electric & Gas Company,2007,December,5832,,
South Carolina,South Carolina Electric & Gas Company,2008,January,6432,,
South Carolina,South Carolina Electric & Gas Company,2008,February,8029,,
South Carolina,South Carolina Electric & Gas Company,2008,March,8164,,
South Carolina,South Carolina Electric & Gas Company,2008,April,12033,,
South Carolina,South Carolina Electric & Gas Company,2008,May,8889,,
South Carolina,South Carolina Electric & Gas Company,2008,June,7674,,
South Carolina,South Carolina Electric & Gas Company,2008,July,7876,,
South Carolina,South Carolina Electric & Gas Company,2008,August,7176,,
South Carolina,South Carolina Electric & Gas Company,2008,September,9332,,
South Carolina,South Carolina Electric & Gas Company,2008,October,12005,,
South Carolina,South Carolina Electric & Gas Company,2008,November,5153,,
South Carolina,South Carolina Electric & Gas Company,2008,December,5624,,
South Carolina,South Carolina Electric & Gas Company,2009,January,6383,,
South Carolina,South Carolina Electric & Gas Company,2009,February,5525,,
South Carolina,South Carolina Electric & Gas Company,2009,March,9380,,
South Carolina,South Carolina Electric & Gas Company,2009,April,8787,,
South Carolina,South Carolina Electric & Gas Company,2009,May,6716,,
South Carolina,South Carolina Electric & Gas Company,2009,June,7019,,
South Carolina,South Carolina Electric & Gas Company,2009,July,6489,,
South Carolina,South Carolina Electric & Gas Company,2009,August,7235,,
South Carolina,South Carolina Electric & Gas Company,2009,September,9702,,
South Carolina,South Carolina Electric & Gas Company,2009,October,8266,,
South Carolina,South Carolina Electric & Gas Company,2009,November,6149,,
South Carolina,South Carolina Electric & Gas Company,2009,December,4189,,
South Carolina,South Carolina Electric & Gas Company,2010,January,4572,,
South Carolina,South Carolina Electric & Gas Company,2010,February,3434,,
South Carolina,South Carolina Electric & Gas Company,2010,March,10909,,
South Carolina,South Carolina Electric & Gas Company,2010,April,10371,,
South Carolina,South Carolina Electric & Gas Company,2010,May,8363,,
South Carolina,South Carolina Electric & Gas Company,2010,June,5786,,
South Carolina,South Carolina Electric & Gas Company,2010,July,5114,,
South Carolina,South Carolina Electric & Gas Company,2010,August,7852,,
South Carolina,South Carolina Electric & Gas Company,2010,September,10469,,
South Carolina,South Carolina Electric & Gas Company,2010,October,9672,,
South Carolina,South Carolina Electric & Gas Company,2010,November,6794,,
South Carolina,South Carolina Electric & Gas Company,2010,December,2211,,
South Carolina,South Carolina Electric & Gas Company,2011,January,4366,,
South Carolina,South Carolina Electric & Gas Company,2011,February,6907,,
South Carolina,South Carolina Electric & Gas Company,2011,March,8422,,
South Carolina,South Carolina Electric & Gas Company,2011,April,8163,,
South Carolina,South Carolina Electric & Gas Company,2011,May,7420,,
South Carolina,South Carolina Electric & Gas Company,2011,June,5534,,
South Carolina,South Carolina Electric & Gas Company,2011,July,4834,,
South Carolina,South Carolina Electric & Gas Company,2011,August,6595,,
South Carolina,South Carolina Electric & Gas Company,2011,September,7619,,
South Carolina,South Carolina Electric & Gas Company,2011,October,8202,,
South Carolina,South Carolina Electric & Gas Company,2011,November,7930,,
South Carolina,South Carolina Electric & Gas Company,2011,December,4996,,
South Carolina,South Carolina Electric & Gas Company,2012,January,5722,,
South Carolina,South Carolina Electric & Gas Company,2012,February,7201,,
South Carolina,South Carolina Electric & Gas Company,2012,March,7425,,
South Carolina,South Carolina Electric & Gas Company,2012,April,8346,,
South Carolina,South Carolina Electric & Gas Company,2012,May,8074,,
South Carolina,South Carolina Electric & Gas Company,2012,June,6107,,
South Carolina,South Carolina Electric & Gas Company,2012,July,4980,,
South Carolina,South Carolina Electric & Gas Company,2012,August,8305,,
South Carolina,South Carolina Electric & Gas Company,2012,September,8409,,
South Carolina,South Carolina Electric & Gas Company,2012,October,9860,,
South Carolina,South Carolina Electric & Gas Company,2012,November,7743,,
South Carolina,South Carolina Electric & Gas Company,2012,December,5115,,
South Carolina,South Carolina Electric & Gas Company,2013,January,5860,,
South Carolina,South Carolina Electric & Gas Company,2013,February,6416,,
South Carolina,South Carolina Electric & Gas Company,2013,March,6805,,
South Carolina,South Carolina Electric & Gas Company,2013,April,7697,,
South Carolina,South Carolina Electric & Gas Company,2013,May,7172,,
South Carolina,South Carolina Electric & Gas Company,2013,June,5933,,
South Carolina,South Carolina Electric & Gas Company,2013,July,5649,,
South Carolina,South Carolina Electric & Gas Company,2013,August,6704,,
South Carolina,South Carolina Electric & Gas Company,2013,September,7712,,
South Carolina,South Carolina Electric & Gas Company,2013,October,8473,,
South Carolina,South Carolina Electric & Gas Company,2013,November,6306,,
South Carolina,South Carolina Electric & Gas Company,2013,December,4835,,
South Carolina,South Carolina Electric & Gas Company,2014,January,2695,,
South Carolina,South Carolina Electric & Gas Company,2014,February,6314,,
South Carolina,South Carolina Electric & Gas Company,2014,March,6895,,
South Carolina,South Carolina Electric & Gas Company,2014,April,8394,,
South Carolina,South Carolina Electric & Gas Company,2014,May,7899,,
South Carolina,South Carolina Electric & Gas Company,2014,June,7062,,
South Carolina,South Carolina Electric & Gas Company,2014,July,5870,,
South Carolina,South Carolina Electric & Gas Company,2014,August,6425,,
South Carolina,South Carolina Electric & Gas Company,2014,September,7042,,
South Carolina,South Carolina Electric & Gas Company,2014,October,8151,,
South Carolina,South Carolina Electric & Gas Company,2014,November,5199,,
South Carolina,South Carolina Electric & Gas Company,2014,December,4546,,
South Carolina,South Carolina Electric & Gas Company,2015,January,3704,,
South Carolina,South Carolina Electric & Gas Company,2015,February,3467,,
South Carolina,South Carolina Electric & Gas Company,2015,March,7315,,
South Carolina,South Carolina Electric & Gas Company,2015,April,7039,,
South Carolina,South Carolina Electric & Gas Company,2015,May,6704,,
South Carolina,South Carolina Electric & Gas Company,2015,June,3710,,
South Carolina,South Carolina Electric & Gas Company,2015,July,3868,,
South Carolina,South Carolina Electric & Gas Company,2015,August,6295,,
South Carolina,South Carolina Electric & Gas Company,2015,September,5532,,
South Carolina,South Carolina Electric & Gas Company,2015,October,4629,,
South Carolina,South Carolina Electric & Gas Company,2015,November,6010,,
South Carolina,South Carolina Electric & Gas Company,2015,December,4440,,
South Carolina,South Carolina Electric & Gas Company,2016,January,5410,,
South Carolina,South Carolina Electric & Gas Company,2016,February,6814,,
South Carolina,South Carolina Electric & Gas Company,2016,March,7852,,
South Carolina,South Carolina Electric & Gas Company,2016,April,8917,,
South Carolina,South Carolina Electric & Gas Company,2016,May,7711,,
South Carolina,South Carolina Electric & Gas Company,2016,June,5305,,
South Carolina,South Carolina Electric & Gas Company,2016,July,3148,,
South Carolina,South Carolina Electric & Gas Company,2016,August,7007,,
South Carolina,South Carolina Electric & Gas Company,2016,September,5818,,
South Carolina,South Carolina Electric & Gas Company,2016,October,1538,,
South Carolina,South Carolina Electric & Gas Company,2016,November,4057,,
South Carolina,South Carolina Electric & Gas Company,2016,December,3790,,
South Carolina,South Carolina Electric & Gas Company,2017,January,5823,,
South Carolina,South Carolina Electric & Gas Company,2017,February,6547,,
South Carolina,South Carolina Electric & Gas Company,2017,March,6581,,
South Carolina,South Carolina Electric & Gas Company,2017,April,5269,,
South Carolina,South Carolina Electric & Gas Company,2017,May,5803,,
South Carolina,South Carolina Electric & Gas Company,2017,June,4266,,
South Carolina,South Carolina Electric & Gas Company,2017,July,3756,,
South Carolina,South Carolina Electric & Gas Company,2017,August,3991,,
South Carolina,South Carolina Electric & Gas Company,2017,September,3338,,
South Carolina,South Carolina Electric & Gas Company,2017,October,6292,,
South Carolina,South Carolina Electric & Gas Company,2017,November,4310,,
South Carolina,South Carolina Electric & Gas Company,2017,December,3054,,
South Carolina,South Carolina Electric & Gas Company,2018,January,4647,,
South Carolina,South Carolina Electric & Gas Company,2018,February,4889,,
South Carolina,South Carolina Electric & Gas Company,2018,March,5146,,
South Carolina,South Carolina Electric & Gas Company,2018,April,5272,,
South Carolina,South Carolina Electric & Gas Company,2018,May,4703,,
South Carolina,South Carolina Electric & Gas Company,2018,June,3774,,
South Carolina,South Carolina Electric & Gas Company,2018,July,3694,,
South Carolina,South Carolina Electric & Gas Company,2018,August,4676,,
South Carolina,South Carolina Electric & Gas Company,2018,September,4184,,
South Carolina,South Carolina Electric & Gas Company,2018,October,5430,,
South Carolina,South Carolina Electric & Gas Company,2018,November,4508,,
South Carolina,South Carolina Electric & Gas Company,2018,December,3320,,
South Carolina,South Carolina Electric & Gas Company,2019,January,5590,,
South Carolina,South Carolina Electric & Gas Company,2019,February,5449,,
South Carolina,South Carolina Electric & Gas Company,2019,March,5394,,
South Carolina,South Carolina Electric & Gas Company,2020,January,4597,,
South Carolina,South Carolina Electric & Gas Company,2020,February,4011,,
South Carolina,South Carolina Electric & Gas Company,2020,March,1630,,
South Carolina,South Carolina Electric & Gas Company,2021,January,3319,,
South Carolina,South Carolina Electric & Gas Company,2021,February,3037,,
South Carolina,South Carolina Electric & Gas Company,2021,March,4676,,
South Carolina,South Carolina Electric & Gas Company,2022,January,4173,,
South Carolina,South Carolina Electric & Gas Company,2022,February,5167,,
South Carolina,South Carolina Electric & Gas Company,2022,March,5529,,
South Dakota,MidAmerican Energy Company,2020,January,,,
South Dakota,MidAmerican Energy Company,2020,February,,,
South Dakota,MidAmerican Energy Company,2020,March,,,
South Dakota,MidAmerican Energy Company,2020,April,,,
South Dakota,MidAmerican Energy Company,2020,May,,,
South Dakota,MidAmerican Energy Company,2020,June,,,
South Dakota,MidAmerican Energy Company,2020,July,,,
South Dakota,MidAmerican Energy Company,2020,August,,,
South Dakota,MidAmerican Energy Company,2020,September,447,,
South Dakota,MidAmerican Energy Company,2020,October,,,
South Dakota,MidAmerican Energy Company,2020,November,,,
South Dakota,MidAmerican Energy Company,2020,December,276,,
South Dakota,MidAmerican Energy Company,2021,January,,,
South Dakota,MidAmerican Energy Company,2021,February,,,
South Dakota,MidAmerican Energy Company,2021,March,70,,
South Dakota,MidAmerican Energy Company,2021,April,,,
South Dakota,MidAmerican Energy Company,2021,May,,,
South Dakota,MidAmerican Energy Company,2021,June,714,,
South Dakota,MidAmerican Energy Company,2021,July,,,
South Dakota,MidAmerican Energy Company,2021,August,,,
South Dakota,MidAmerican Energy Company,2021,September,,,
South Dakota,MidAmerican Energy Company,2021,October,,,
South Dakota,MidAmerican Energy Company,2021,November,,,
South Dakota,MidAmerican Energy Company,2021,December,,,
South Dakota,Montana-Dakota Utilities Company,2020,January,,,
South Dakota,Montana-Dakota Utilities Company,2020,February,,,
South Dakota,Montana-Dakota Utilities Company,2020,March,,,
